comment,label,label_class
"It's actually really common for people to gain weight when they first go vegan/vegetarian, because their body is used to being deprived of nutrients from calorie deficiency (dieting/ starving yourself), and is still storing everything as a fat reserve. Your body will adjust within a month or so of normal eating (sufficient calories, carbs and nutrients) and plateau at a certain weight, then you'll start losing it. Best way to combat the initial weight gain is to drink a lot of water and exercise daily (45 min of cardio is a good starting goal). Just mentally prepare that you'll gain a bit of weight before you'll begin losing it because of your dieting habits :] Good luck! Oh and also, Root Chips + Leaf Cuisine spreads = bomb! It's healthy, probiotic chips and dip, and it can be used instead of creamcheese :] It's vegan and dairy free! If you want to substitute soda, try kombucha as well :]",1,0
I'm an even prouder fishy!! Yay!! Make sure to also keep dancing and working out to help you on your journey.,1,0
falafel egg plant,1,0
I'm so HAPPY,1,0
She's eating chicken and wafles on her Snapchat:),2,0
Girl Starbucks does vegan right. You can get any drink just ask for coconut milk and no whip. Also you have to check out morning star chick patties! So good!,1,0
"I really hope you stick to this and feel better , the environment and animals will thank you!",1,0
LOVE you girl,1,0
CARBS GIRL CARBS <3 You can still eat junk sometimes. You know. AND please eat A LOT.,1,0
When you coffee store or in your house you can use coconut milk thats the best for all. in starbucks they do not have it always but i order soy and no whip cream.,1,0
I knew one day you would try it out!!! So happy and excited for you!!!! BTW the first few days you may have withdrawals from meat but that's totally normal and don't let it discourage you!!! Good luck!!!!!!💗💗💗,1,0
OMG I think I should try it too starting tomorrow,1,0
"Her and freelee lost footage from the same day, Hmmmmmmm... Somethings strange about that.",1,0
She ate sour cream chips like an hour ago on SC...,2,0
please dont do the rawtill4 diet because people tend to eat a lot of calorie dense foods so unless you burn off all those calories then you will actually gain weight and also the diet reduce fat which is very unhealthy if you want to be alive,1,0
She's probably eating a donut right now lol! Love you trish,2,0
TRISH WHERE ARE THE CARBS!!! Pasta!! potatoes!! Rice!! Etc,1,0
"Even if you're just trying it out for a bit, that's SO awesome Trish!!",1,0
YASSSS TRISHA!!!! IIM SO PROUD OF U!!! I REALLY HOPE U DO WELL!!!!!!,1,0
This is so obviously a trolling video Lmfaoo,2,0
Go watch Nina and Randa they are vegan and do what I eat in a day. They could really help you find foods to eat.,1,0
Good luck baby girl you got this 😉,1,0
"Waiting for all the vegans to come in like, ""OMG TRISH, VEGAN ISN'T A DIET, IT'S A LIFESTYLE!"" Lmao but never mind the fact that she is still contributing to helping the environment.",1,0
"I love soaking tofu in some of my favorite flavors overnight, like bbq, buffalo or general tsos sause and baking it for dinner.",1,0
I don't think she would last long. Even if she did go vegan for life she has way to many leather bags to throw away.,2,0
"You might gain a little weight at the begging because your body is getting used to a fab change , but after (if you eat whole foods ) you will drop all that unnecessary fat :)",1,0
"Good luck Trisha ❤. I'm so proud that you're not going to eat slaughtered animals anymore but again, good luck ❤.",1,0
"I can't really watch the whole thing yet since I'm at work, but you might want to try it longer than 2 weeks. Your body is going to need time to adjust to this new healthier lifestyle, so you might find that you get tired, or feel sluggish. Your body is just detoxing, but once you get past that, you'll feel amazing!! And you won't crave all those junk foods you used to. And then you'll start seeing the weight come off. (: good luck Trish. 💖",1,0
"Finally somewhere I can be of help. Beans are a very good source of protein on a vegan diet. As a milk substitute you can have rice, almond, coconut, cash you, and soymilk. I believe there are few more milk substitutes but those are the only ones I can remember as of the moment. If you were looking for an amazing meat substitute I highly recommend a brand beyond meat. They are the best meat substitute I have come across. I recommend their ""beast burgers"". There also so soy free which is something you need to keep in mind. Soy in large amounts can be harmful to the female body. Hopefully I was helpful!",1,0
"Eat good carbs that are filling like rice, pasta with veggies, potatoes, bananas etc this will fill you up so your full and satisfied 😊",1,0
BAHAHHA MY NAIL POLISH IS GONNA LAST LONGER THAN THIS,3,0
If you keep the animals in mind it's not hard to stay vegan :),1,0
"Omgggg trish!!!! I'm so proud of you! Baby steps are great too :) maybe you can try to eat some cooked food too? For me at least when I started out first I thought eating cooked food was way easier. And maybe you can eat what you always ate but do them the vegan version? For example if you like pasta, continue eating them, just make it the vegan way by substituting the sauce for vegan ones etc. I'm so excited for you to see the results and feel sooo much better :) all the best!",1,0
giving freelee a reason to make a new video... God dammit,1,0
try to get a meat substitute so you don't crave it,1,0
"Fruit is great but it won't fill you up! Throw in sweet potatoes, green veggies, whole wheat grains",1,0
"You also have to eat a lot of grains, like beans. There are many delicious and creative vegan dishes you can try so you dont get bored, so look up some vegan recipes online and have fun 👍🏼",1,0
peanut butter and jam on Ezekiel bread! Guacamole! PASTA! BEANS! RICE! SOURDOUGH BREAD! CIABATTA! soooooooooooooooo many yummy things,1,0
Oreos are vegan 💖,1,0
"OMG I THINK I'M GONNA CRY!! Girl veganism is not just a diet, I eat so much vegan junk food :D vegans have fat too. Please don't restrict you are beautiful! Good luck on your journey xxxx",1,0
This was made a month ago I wonder how it's been for her.,1,0
"when you go get coffee, just ask for non dairy milk. they have coconut, almond, and soy milk at Starbucks",1,0
"I'm really happy for you Trish! I hope you achieve your goal, I'm a big fan and I can see this working out for you! Good luck!",1,0
"Good luck girl! I am trying the same lifestyle myself. I watched one of free lees videos and haven't been able to eat chicken since either. Contact FreeLee and Joey and Daniel, I'm sure they would be helpful with ideas, tips and supportive!",1,0
"Yeah I definitely agree that Freelee should be nicer and more 'approachable'. I don't even like her and I have been a vegetarian for like 14 years. She doesn't inspire me to want to become vegan. People like Kalel for instance do that way more. Her body is beautiful but to be honest, I think Trish's body is beautiful too.",1,0
"Beans, lentils, grains! Yes you can gain weight but only if you are getting too much oil and sugar and fat. I'm so happy for you!",1,0
"This won't last 2 weeks, trish hasn't done her homework. I'm not a vegan crusader but trish is just going head first for quick snack fixes, none of these things she has shown are meals.",1,0
watch momytang's videos,1,0
Mommytang has the best vegan recipes!,1,0
remember u can still have Starbucks!!! just ask for coconut milk instead of dairy (:,1,0
you need to eat pasta rice and potatoes too! almond milk tastes the same as cow milk so have that with your Starbucks!!!,1,0
make sure to buy vegan junk food :),1,0
any veggies that are dark colours and nuts are SUPER high in protein,1,0
I'm so proud of you! I'm vegan and I can honestly say it is the best decision I've ever made. So excited for you and hope you enjoy your experience,1,0
"I am so happy for you. Don't apologize you are doing fine, its always a little hard at first but you'll get the hang of it and plus you have the whole vegan community to help you out. Eat potatoes, rice, beans, cooked veggies, pasta. You can eat all the pasta you want. Lots of fruit and eat more watermelon and cantaloupe cause they're low in calories and wouldn't fill you up and you might end up starving yourself which you don't want to do. Track your calories for the first week so you don't under eat. Good luck Trish <3",1,0
"This is awesome,girl.Keep going,this lifestyle is amazing",1,0
I love how she is reviewing fruit as if people don't know what grapes are hahaha,1,0
"Gardien chick'n nuggets, strips, and fishless fillets Daiya raised vegetable pizza Earth island cheddar and mozzarella cheeze Earth balance classic spread (vegan butter) A great milk replacement is soy milk for an authentic milk tastes, or Silk almond milks. They come in a sweetened version, unsweetened, vanilla, and chocolate. Many of the cliff bars also do not contain eggs or dairy, even the chocolate ship one Good for a snack on the go. Something I love is frying green beans with avocado oil and Herb salt. Toast with avocado on it is a great snack as well Order the Arbonne vanilla protein shake (it's vegan) for protein Use a blender and mix almond milk, banana, and Arbonne protein for the yummiest shake ever",1,0
"How do you sleep at night , being a fake and a liar?",3,0
"Being vegan is EASY and feels amazing. I've been ""skinny fat"" all my life--thin, but unhealthy. When I went vegan I lost a few pounds right away, my digestion improved SO MUCH and stomach cramps disappeared, and I learned how to feed myself food that's satisfying and yummy. I don't miss eating animals at all.",1,0
"Steamed white rice with nori sheets and sliced avocado for vegan sushi.... love you girlAm so proud of you, flawless inside and out!!! Love, an Italian/Hispanic girl from mar vista By Santa Monica........",1,0
